"condition","std","replication","seed"
5,0.3,142,4248
0,0.45,142,4249
1,0.45,142,4250
2,0.45,142,4251
3,0.45,142,4252
4,0.45,142,4253
5,0.45,142,4254
0,0.6,142,4255
1,0.6,142,4256
2,0.6,142,4257
3,0.6,142,4258
4,0.6,142,4259
5,0.6,142,4260
0,0,143,4261
1,0,143,4262
2,0,143,4263
3,0,143,4264
4,0,143,4265
5,0,143,4266
0,0.15,143,4267
1,0.15,143,4268
2,0.15,143,4269
3,0.15,143,4270
4,0.15,143,4271
5,0.15,143,4272
0,0.3,143,4273
1,0.3,143,4274
2,0.3,143,4275
3,0.3,143,4276
4,0.3,143,4277
5,0.3,143,4278
0,0.45,143,4279
1,0.45,143,4280
2,0.45,143,4281
3,0.45,143,4282
4,0.45,143,4283
5,0.45,143,4284
0,0.6,143,4285
1,0.6,143,4286
2,0.6,143,4287
3,0.6,143,4288
4,0.6,143,4289
5,0.6,143,4290
0,0,144,4291
1,0,144,4292
2,0,144,4293
3,0,144,4294
4,0,144,4295
5,0,144,4296
0,0.15,144,4297
1,0.15,144,4298
2,0.15,144,4299
3,0.15,144,4300
4,0.15,144,4301
5,0.15,144,4302
0,0.3,144,4303
1,0.3,144,4304
2,0.3,144,4305
3,0.3,144,4306
4,0.3,144,4307
5,0.3,144,4308
0,0.45,144,4309
1,0.45,144,4310
2,0.45,144,4311
3,0.45,144,4312
4,0.45,144,4313
5,0.45,144,4314
0,0.6,144,4315
1,0.6,144,4316
2,0.6,144,4317
3,0.6,144,4318
4,0.6,144,4319
5,0.6,144,4320
0,0,145,4321
1,0,145,4322
2,0,145,4323
3,0,145,4324
4,0,145,4325
5,0,145,4326
0,0.15,145,4327
1,0.15,145,4328
2,0.15,145,4329
3,0.15,145,4330
4,0.15,145,4331
5,0.15,145,4332
0,0.3,145,4333
1,0.3,145,4334
2,0.3,145,4335
3,0.3,145,4336
4,0.3,145,4337
5,0.3,145,4338
0,0.45,145,4339
1,0.45,145,4340
2,0.45,145,4341
3,0.45,145,4342
4,0.45,145,4343
5,0.45,145,4344
0,0.6,145,4345
1,0.6,145,4346
2,0.6,145,4347
3,0.6,145,4348
4,0.6,145,4349
5,0.6,145,4350
0,0,146,4351
1,0,146,4352
2,0,146,4353
3,0,146,4354
4,0,146,4355
5,0,146,4356
0,0.15,146,4357
1,0.15,146,4358
2,0.15,146,4359
3,0.15,146,4360
4,0.15,146,4361
5,0.15,146,4362
0,0.3,146,4363
1,0.3,146,4364
2,0.3,146,4365
3,0.3,146,4366
4,0.3,146,4367
5,0.3,146,4368
0,0.45,146,4369
1,0.45,146,4370
2,0.45,146,4371
3,0.45,146,4372
4,0.45,146,4373
5,0.45,146,4374
0,0.6,146,4375
1,0.6,146,4376
2,0.6,146,4377
3,0.6,146,4378
4,0.6,146,4379
5,0.6,146,4380
0,0,147,4381
1,0,147,4382
2,0,147,4383
3,0,147,4384
4,0,147,4385
5,0,147,4386
0,0.15,147,4387
1,0.15,147,4388
2,0.15,147,4389
3,0.15,147,4390
4,0.15,147,4391
5,0.15,147,4392
0,0.3,147,4393
1,0.3,147,4394
2,0.3,147,4395
3,0.3,147,4396
4,0.3,147,4397
5,0.3,147,4398
0,0.45,147,4399
1,0.45,147,4400
2,0.45,147,4401
3,0.45,147,4402
4,0.45,147,4403
5,0.45,147,4404
0,0.6,147,4405
1,0.6,147,4406
2,0.6,147,4407
3,0.6,147,4408
4,0.6,147,4409
5,0.6,147,4410
0,0,148,4411
1,0,148,4412
2,0,148,4413
3,0,148,4414
4,0,148,4415
5,0,148,4416
0,0.15,148,4417
1,0.15,148,4418
2,0.15,148,4419
3,0.15,148,4420
4,0.15,148,4421
5,0.15,148,4422
0,0.3,148,4423
1,0.3,148,4424
2,0.3,148,4425
3,0.3,148,4426
4,0.3,148,4427
5,0.3,148,4428
0,0.45,148,4429
1,0.45,148,4430
2,0.45,148,4431
3,0.45,148,4432
4,0.45,148,4433
5,0.45,148,4434
0,0.6,148,4435
1,0.6,148,4436
2,0.6,148,4437
3,0.6,148,4438
4,0.6,148,4439
5,0.6,148,4440
0,0,149,4441
1,0,149,4442
2,0,149,4443
3,0,149,4444
4,0,149,4445
5,0,149,4446
0,0.15,149,4447
1,0.15,149,4448
2,0.15,149,4449
3,0.15,149,4450
4,0.15,149,4451
5,0.15,149,4452
0,0.3,149,4453
1,0.3,149,4454
2,0.3,149,4455
3,0.3,149,4456
4,0.3,149,4457
5,0.3,149,4458
0,0.45,149,4459
1,0.45,149,4460
2,0.45,149,4461
3,0.45,149,4462
4,0.45,149,4463
5,0.45,149,4464
0,0.6,149,4465
1,0.6,149,4466
2,0.6,149,4467
3,0.6,149,4468
4,0.6,149,4469
5,0.6,149,4470
0,0,150,4471
1,0,150,4472
2,0,150,4473
3,0,150,4474
4,0,150,4475
5,0,150,4476
0,0.15,150,4477
1,0.15,150,4478
2,0.15,150,4479
3,0.15,150,4480
4,0.15,150,4481
5,0.15,150,4482
0,0.3,150,4483
1,0.3,150,4484
2,0.3,150,4485
3,0.3,150,4486
4,0.3,150,4487
5,0.3,150,4488
0,0.45,150,4489
1,0.45,150,4490
2,0.45,150,4491
3,0.45,150,4492
4,0.45,150,4493
5,0.45,150,4494
0,0.6,150,4495
1,0.6,150,4496
2,0.6,150,4497
3,0.6,150,4498
4,0.6,150,4499
5,0.6,150,4500
0,0,151,4501
1,0,151,4502
2,0,151,4503
3,0,151,4504
4,0,151,4505
5,0,151,4506
0,0.15,151,4507
1,0.15,151,4508
2,0.15,151,4509
3,0.15,151,4510
4,0.15,151,4511
5,0.15,151,4512
0,0.3,151,4513
1,0.3,151,4514
2,0.3,151,4515
3,0.3,151,4516
4,0.3,151,4517
5,0.3,151,4518
0,0.45,151,4519
1,0.45,151,4520
2,0.45,151,4521
3,0.45,151,4522
4,0.45,151,4523
5,0.45,151,4524
0,0.6,151,4525
1,0.6,151,4526
2,0.6,151,4527
3,0.6,151,4528
4,0.6,151,4529
5,0.6,151,4530
0,0,152,4531
1,0,152,4532
2,0,152,4533
3,0,152,4534
4,0,152,4535
5,0,152,4536
0,0.15,152,4537
1,0.15,152,4538
2,0.15,152,4539
3,0.15,152,4540
4,0.15,152,4541
5,0.15,152,4542
0,0.3,152,4543
1,0.3,152,4544
2,0.3,152,4545
3,0.3,152,4546
4,0.3,152,4547
5,0.3,152,4548
0,0.45,152,4549
1,0.45,152,4550
2,0.45,152,4551
3,0.45,152,4552
4,0.45,152,4553
5,0.45,152,4554
0,0.6,152,4555
1,0.6,152,4556
2,0.6,152,4557
3,0.6,152,4558
4,0.6,152,4559
5,0.6,152,4560
0,0,153,4561
1,0,153,4562
2,0,153,4563
3,0,153,4564
4,0,153,4565
5,0,153,4566
0,0.15,153,4567
1,0.15,153,4568
2,0.15,153,4569
3,0.15,153,4570
4,0.15,153,4571
5,0.15,153,4572
0,0.3,153,4573
1,0.3,153,4574
2,0.3,153,4575
3,0.3,153,4576
4,0.3,153,4577
5,0.3,153,4578
0,0.45,153,4579
1,0.45,153,4580
2,0.45,153,4581
3,0.45,153,4582
4,0.45,153,4583
5,0.45,153,4584
0,0.6,153,4585
1,0.6,153,4586
2,0.6,153,4587
3,0.6,153,4588
4,0.6,153,4589
5,0.6,153,4590
0,0,154,4591
1,0,154,4592
2,0,154,4593
3,0,154,4594
4,0,154,4595
5,0,154,4596
0,0.15,154,4597
1,0.15,154,4598
2,0.15,154,4599
3,0.15,154,4600
4,0.15,154,4601
5,0.15,154,4602
0,0.3,154,4603
1,0.3,154,4604
2,0.3,154,4605
3,0.3,154,4606
4,0.3,154,4607
5,0.3,154,4608
0,0.45,154,4609
1,0.45,154,4610
2,0.45,154,4611
3,0.45,154,4612
4,0.45,154,4613
5,0.45,154,4614
0,0.6,154,4615
1,0.6,154,4616
2,0.6,154,4617
3,0.6,154,4618
4,0.6,154,4619
5,0.6,154,4620
0,0,155,4621
1,0,155,4622
2,0,155,4623
3,0,155,4624
4,0,155,4625
5,0,155,4626
0,0.15,155,4627
1,0.15,155,4628
2,0.15,155,4629
3,0.15,155,4630
4,0.15,155,4631
5,0.15,155,4632
0,0.3,155,4633
1,0.3,155,4634
2,0.3,155,4635
3,0.3,155,4636
4,0.3,155,4637
5,0.3,155,4638
0,0.45,155,4639
1,0.45,155,4640
2,0.45,155,4641
3,0.45,155,4642
4,0.45,155,4643
5,0.45,155,4644
0,0.6,155,4645
1,0.6,155,4646
2,0.6,155,4647
3,0.6,155,4648
4,0.6,155,4649
5,0.6,155,4650
0,0,156,4651
1,0,156,4652
2,0,156,4653
3,0,156,4654
4,0,156,4655
5,0,156,4656
0,0.15,156,4657
1,0.15,156,4658
2,0.15,156,4659
3,0.15,156,4660
4,0.15,156,4661
5,0.15,156,4662
0,0.3,156,4663
1,0.3,156,4664
2,0.3,156,4665
3,0.3,156,4666
4,0.3,156,4667
5,0.3,156,4668
0,0.45,156,4669
1,0.45,156,4670
2,0.45,156,4671
3,0.45,156,4672
4,0.45,156,4673
5,0.45,156,4674
0,0.6,156,4675
1,0.6,156,4676
2,0.6,156,4677
3,0.6,156,4678
4,0.6,156,4679
5,0.6,156,4680
0,0,157,4681
1,0,157,4682
2,0,157,4683
3,0,157,4684
4,0,157,4685
5,0,157,4686
0,0.15,157,4687
1,0.15,157,4688
2,0.15,157,4689
3,0.15,157,4690
4,0.15,157,4691
5,0.15,157,4692
0,0.3,157,4693
1,0.3,157,4694
2,0.3,157,4695
3,0.3,157,4696
4,0.3,157,4697
5,0.3,157,4698
0,0.45,157,4699
1,0.45,157,4700
2,0.45,157,4701
3,0.45,157,4702
4,0.45,157,4703
5,0.45,157,4704
0,0.6,157,4705
1,0.6,157,4706
2,0.6,157,4707
3,0.6,157,4708
4,0.6,157,4709
5,0.6,157,4710
0,0,158,4711
1,0,158,4712
2,0,158,4713
3,0,158,4714
4,0,158,4715
5,0,158,4716
0,0.15,158,4717
1,0.15,158,4718
2,0.15,158,4719
3,0.15,158,4720
4,0.15,158,4721
5,0.15,158,4722
0,0.3,158,4723
1,0.3,158,4724
2,0.3,158,4725
3,0.3,158,4726
4,0.3,158,4727
5,0.3,158,4728
0,0.45,158,4729
1,0.45,158,4730
2,0.45,158,4731
3,0.45,158,4732
4,0.45,158,4733
5,0.45,158,4734
0,0.6,158,4735
1,0.6,158,4736
2,0.6,158,4737
3,0.6,158,4738
4,0.6,158,4739
5,0.6,158,4740
0,0,159,4741
1,0,159,4742
2,0,159,4743
3,0,159,4744
4,0,159,4745
5,0,159,4746
0,0.15,159,4747
1,0.15,159,4748
2,0.15,159,4749
3,0.15,159,4750
4,0.15,159,4751
5,0.15,159,4752
0,0.3,159,4753
1,0.3,159,4754
2,0.3,159,4755
3,0.3,159,4756
4,0.3,159,4757
5,0.3,159,4758
0,0.45,159,4759
1,0.45,159,4760
2,0.45,159,4761
3,0.45,159,4762
4,0.45,159,4763
5,0.45,159,4764
0,0.6,159,4765
1,0.6,159,4766
2,0.6,159,4767
3,0.6,159,4768
4,0.6,159,4769
5,0.6,159,4770
0,0,160,4771
1,0,160,4772
2,0,160,4773
3,0,160,4774
4,0,160,4775
5,0,160,4776
0,0.15,160,4777
1,0.15,160,4778
2,0.15,160,4779
3,0.15,160,4780
4,0.15,160,4781
5,0.15,160,4782
0,0.3,160,4783
1,0.3,160,4784
2,0.3,160,4785
3,0.3,160,4786
4,0.3,160,4787
5,0.3,160,4788
0,0.45,160,4789
1,0.45,160,4790
2,0.45,160,4791
3,0.45,160,4792
4,0.45,160,4793
5,0.45,160,4794
0,0.6,160,4795
1,0.6,160,4796
2,0.6,160,4797
3,0.6,160,4798
4,0.6,160,4799
5,0.6,160,4800
0,0,161,4801
1,0,161,4802
2,0,161,4803
3,0,161,4804
4,0,161,4805
5,0,161,4806
0,0.15,161,4807
1,0.15,161,4808
2,0.15,161,4809
3,0.15,161,4810
4,0.15,161,4811
5,0.15,161,4812
0,0.3,161,4813
1,0.3,161,4814
2,0.3,161,4815
3,0.3,161,4816
4,0.3,161,4817
5,0.3,161,4818
0,0.45,161,4819
1,0.45,161,4820
2,0.45,161,4821
3,0.45,161,4822
4,0.45,161,4823
5,0.45,161,4824
0,0.6,161,4825
1,0.6,161,4826
2,0.6,161,4827
3,0.6,161,4828
4,0.6,161,4829
5,0.6,161,4830
0,0,162,4831
1,0,162,4832
2,0,162,4833
3,0,162,4834
4,0,162,4835
5,0,162,4836
0,0.15,162,4837
1,0.15,162,4838
2,0.15,162,4839
3,0.15,162,4840
4,0.15,162,4841
5,0.15,162,4842
0,0.3,162,4843
1,0.3,162,4844
2,0.3,162,4845
3,0.3,162,4846
4,0.3,162,4847
5,0.3,162,4848
0,0.45,162,4849
1,0.45,162,4850
2,0.45,162,4851
3,0.45,162,4852
4,0.45,162,4853
5,0.45,162,4854
0,0.6,162,4855
1,0.6,162,4856
2,0.6,162,4857
3,0.6,162,4858
4,0.6,162,4859
5,0.6,162,4860
0,0,163,4861
1,0,163,4862
2,0,163,4863
3,0,163,4864
4,0,163,4865
5,0,163,4866
0,0.15,163,4867
1,0.15,163,4868
2,0.15,163,4869
3,0.15,163,4870
4,0.15,163,4871
5,0.15,163,4872
0,0.3,163,4873
1,0.3,163,4874
2,0.3,163,4875
3,0.3,163,4876
4,0.3,163,4877
5,0.3,163,4878
0,0.45,163,4879
1,0.45,163,4880
2,0.45,163,4881
3,0.45,163,4882
4,0.45,163,4883
5,0.45,163,4884
0,0.6,163,4885
1,0.6,163,4886
2,0.6,163,4887
3,0.6,163,4888
4,0.6,163,4889
5,0.6,163,4890
0,0,164,4891
1,0,164,4892
2,0,164,4893
3,0,164,4894
4,0,164,4895
5,0,164,4896
0,0.15,164,4897
1,0.15,164,4898
2,0.15,164,4899
3,0.15,164,4900
4,0.15,164,4901
5,0.15,164,4902
0,0.3,164,4903
1,0.3,164,4904
2,0.3,164,4905
3,0.3,164,4906
4,0.3,164,4907
5,0.3,164,4908
0,0.45,164,4909
1,0.45,164,4910
2,0.45,164,4911
3,0.45,164,4912
4,0.45,164,4913
5,0.45,164,4914
0,0.6,164,4915
1,0.6,164,4916
2,0.6,164,4917
3,0.6,164,4918
4,0.6,164,4919
5,0.6,164,4920
0,0,165,4921
1,0,165,4922
2,0,165,4923
3,0,165,4924
4,0,165,4925
5,0,165,4926
0,0.15,165,4927
1,0.15,165,4928
2,0.15,165,4929
3,0.15,165,4930
4,0.15,165,4931
5,0.15,165,4932
0,0.3,165,4933
1,0.3,165,4934
2,0.3,165,4935
3,0.3,165,4936
4,0.3,165,4937
5,0.3,165,4938
0,0.45,165,4939
1,0.45,165,4940
2,0.45,165,4941
3,0.45,165,4942
4,0.45,165,4943
5,0.45,165,4944
0,0.6,165,4945
1,0.6,165,4946
2,0.6,165,4947
3,0.6,165,4948
4,0.6,165,4949
5,0.6,165,4950
0,0,166,4951
1,0,166,4952
2,0,166,4953
3,0,166,4954
4,0,166,4955
5,0,166,4956
0,0.15,166,4957
1,0.15,166,4958
2,0.15,166,4959
3,0.15,166,4960
4,0.15,166,4961
5,0.15,166,4962
0,0.3,166,4963
1,0.3,166,4964
2,0.3,166,4965
3,0.3,166,4966
4,0.3,166,4967
5,0.3,166,4968
0,0.45,166,4969
1,0.45,166,4970
2,0.45,166,4971
3,0.45,166,4972
4,0.45,166,4973
5,0.45,166,4974
0,0.6,166,4975
1,0.6,166,4976
2,0.6,166,4977
3,0.6,166,4978
4,0.6,166,4979
5,0.6,166,4980
0,0,167,4981
1,0,167,4982
2,0,167,4983
3,0,167,4984
4,0,167,4985
5,0,167,4986
0,0.15,167,4987
1,0.15,167,4988
2,0.15,167,4989
3,0.15,167,4990
4,0.15,167,4991
5,0.15,167,4992
0,0.3,167,4993
1,0.3,167,4994
2,0.3,167,4995
3,0.3,167,4996
4,0.3,167,4997
5,0.3,167,4998
0,0.45,167,4999
1,0.45,167,5000
2,0.45,167,5001
3,0.45,167,5002
4,0.45,167,5003
5,0.45,167,5004
0,0.6,167,5005
1,0.6,167,5006
2,0.6,167,5007
3,0.6,167,5008
4,0.6,167,5009
5,0.6,167,5010
0,0,168,5011
1,0,168,5012
2,0,168,5013
3,0,168,5014
4,0,168,5015
5,0,168,5016
0,0.15,168,5017
1,0.15,168,5018
2,0.15,168,5019
3,0.15,168,5020
4,0.15,168,5021
5,0.15,168,5022
0,0.3,168,5023
1,0.3,168,5024
2,0.3,168,5025
3,0.3,168,5026
4,0.3,168,5027
5,0.3,168,5028
0,0.45,168,5029
1,0.45,168,5030
2,0.45,168,5031
3,0.45,168,5032
4,0.45,168,5033
5,0.45,168,5034
0,0.6,168,5035
1,0.6,168,5036
2,0.6,168,5037
3,0.6,168,5038
4,0.6,168,5039
5,0.6,168,5040
0,0,169,5041
1,0,169,5042
2,0,169,5043
3,0,169,5044
4,0,169,5045
5,0,169,5046
0,0.15,169,5047
1,0.15,169,5048
2,0.15,169,5049
3,0.15,169,5050
4,0.15,169,5051
5,0.15,169,5052
0,0.3,169,5053
1,0.3,169,5054
2,0.3,169,5055
3,0.3,169,5056
4,0.3,169,5057
5,0.3,169,5058
0,0.45,169,5059
1,0.45,169,5060
2,0.45,169,5061
3,0.45,169,5062
4,0.45,169,5063
5,0.45,169,5064
0,0.6,169,5065
1,0.6,169,5066
2,0.6,169,5067
3,0.6,169,5068
4,0.6,169,5069
5,0.6,169,5070
0,0,170,5071
1,0,170,5072
2,0,170,5073
3,0,170,5074
4,0,170,5075
5,0,170,5076
0,0.15,170,5077
1,0.15,170,5078
2,0.15,170,5079
3,0.15,170,5080
4,0.15,170,5081
5,0.15,170,5082
0,0.3,170,5083
1,0.3,170,5084
2,0.3,170,5085
3,0.3,170,5086
4,0.3,170,5087
5,0.3,170,5088
0,0.45,170,5089
1,0.45,170,5090
2,0.45,170,5091
3,0.45,170,5092
4,0.45,170,5093
5,0.45,170,5094
0,0.6,170,5095
1,0.6,170,5096
2,0.6,170,5097
3,0.6,170,5098
4,0.6,170,5099
5,0.6,170,5100
0,0,171,5101
1,0,171,5102
2,0,171,5103
3,0,171,5104
4,0,171,5105
5,0,171,5106
0,0.15,171,5107
1,0.15,171,5108
2,0.15,171,5109
3,0.15,171,5110
4,0.15,171,5111
5,0.15,171,5112
0,0.3,171,5113
1,0.3,171,5114
2,0.3,171,5115
3,0.3,171,5116
4,0.3,171,5117
5,0.3,171,5118
0,0.45,171,5119
1,0.45,171,5120
2,0.45,171,5121
3,0.45,171,5122
4,0.45,171,5123
5,0.45,171,5124
0,0.6,171,5125
1,0.6,171,5126
2,0.6,171,5127
3,0.6,171,5128
4,0.6,171,5129
5,0.6,171,5130
0,0,172,5131
1,0,172,5132
2,0,172,5133
3,0,172,5134
4,0,172,5135
5,0,172,5136
0,0.15,172,5137
1,0.15,172,5138
2,0.15,172,5139
3,0.15,172,5140
4,0.15,172,5141
5,0.15,172,5142
0,0.3,172,5143
1,0.3,172,5144
2,0.3,172,5145
3,0.3,172,5146
4,0.3,172,5147
5,0.3,172,5148
0,0.45,172,5149
1,0.45,172,5150
2,0.45,172,5151
3,0.45,172,5152
4,0.45,172,5153
5,0.45,172,5154
0,0.6,172,5155
1,0.6,172,5156
2,0.6,172,5157
3,0.6,172,5158
4,0.6,172,5159
5,0.6,172,5160
0,0,173,5161
1,0,173,5162
2,0,173,5163
3,0,173,5164
4,0,173,5165
5,0,173,5166
0,0.15,173,5167
1,0.15,173,5168
2,0.15,173,5169
3,0.15,173,5170
4,0.15,173,5171
5,0.15,173,5172
0,0.3,173,5173
1,0.3,173,5174
2,0.3,173,5175
3,0.3,173,5176
4,0.3,173,5177
5,0.3,173,5178
0,0.45,173,5179
1,0.45,173,5180
2,0.45,173,5181
3,0.45,173,5182
4,0.45,173,5183
5,0.45,173,5184
0,0.6,173,5185
1,0.6,173,5186
2,0.6,173,5187
3,0.6,173,5188
4,0.6,173,5189
5,0.6,173,5190
0,0,174,5191
1,0,174,5192
2,0,174,5193
3,0,174,5194
4,0,174,5195
5,0,174,5196
0,0.15,174,5197
1,0.15,174,5198
2,0.15,174,5199
3,0.15,174,5200
4,0.15,174,5201
5,0.15,174,5202
0,0.3,174,5203
1,0.3,174,5204
2,0.3,174,5205
3,0.3,174,5206
4,0.3,174,5207
5,0.3,174,5208
0,0.45,174,5209
1,0.45,174,5210
2,0.45,174,5211
3,0.45,174,5212
4,0.45,174,5213
5,0.45,174,5214
0,0.6,174,5215
1,0.6,174,5216
2,0.6,174,5217
3,0.6,174,5218
4,0.6,174,5219
5,0.6,174,5220
0,0,175,5221
1,0,175,5222
2,0,175,5223
3,0,175,5224
4,0,175,5225
5,0,175,5226
0,0.15,175,5227
1,0.15,175,5228
2,0.15,175,5229
3,0.15,175,5230
4,0.15,175,5231
5,0.15,175,5232
0,0.3,175,5233
1,0.3,175,5234
2,0.3,175,5235
3,0.3,175,5236
4,0.3,175,5237
5,0.3,175,5238
0,0.45,175,5239
1,0.45,175,5240
2,0.45,175,5241
3,0.45,175,5242
4,0.45,175,5243
5,0.45,175,5244
0,0.6,175,5245
1,0.6,175,5246
2,0.6,175,5247
3,0.6,175,5248
4,0.6,175,5249
5,0.6,175,5250
0,0,176,5251
1,0,176,5252
2,0,176,5253
3,0,176,5254
4,0,176,5255
5,0,176,5256
0,0.15,176,5257
1,0.15,176,5258
2,0.15,176,5259
3,0.15,176,5260
4,0.15,176,5261
5,0.15,176,5262
0,0.3,176,5263
1,0.3,176,5264
2,0.3,176,5265
3,0.3,176,5266
4,0.3,176,5267
5,0.3,176,5268
0,0.45,176,5269
1,0.45,176,5270
2,0.45,176,5271
3,0.45,176,5272
4,0.45,176,5273
5,0.45,176,5274
0,0.6,176,5275
1,0.6,176,5276
2,0.6,176,5277
3,0.6,176,5278
4,0.6,176,5279
5,0.6,176,5280
0,0,177,5281
1,0,177,5282
2,0,177,5283
3,0,177,5284
4,0,177,5285
5,0,177,5286
0,0.15,177,5287
1,0.15,177,5288
2,0.15,177,5289
3,0.15,177,5290
4,0.15,177,5291
5,0.15,177,5292
0,0.3,177,5293
1,0.3,177,5294
2,0.3,177,5295
3,0.3,177,5296
4,0.3,177,5297
5,0.3,177,5298
0,0.45,177,5299
1,0.45,177,5300
2,0.45,177,5301
3,0.45,177,5302
4,0.45,177,5303
5,0.45,177,5304
0,0.6,177,5305
1,0.6,177,5306
2,0.6,177,5307
3,0.6,177,5308
4,0.6,177,5309
5,0.6,177,5310
0,0,178,5311
1,0,178,5312
2,0,178,5313
3,0,178,5314
4,0,178,5315
5,0,178,5316
0,0.15,178,5317
1,0.15,178,5318
2,0.15,178,5319
3,0.15,178,5320
4,0.15,178,5321
5,0.15,178,5322
0,0.3,178,5323
1,0.3,178,5324
2,0.3,178,5325
3,0.3,178,5326
4,0.3,178,5327
5,0.3,178,5328
0,0.45,178,5329
1,0.45,178,5330
2,0.45,178,5331
3,0.45,178,5332
4,0.45,178,5333
5,0.45,178,5334
0,0.6,178,5335
1,0.6,178,5336
2,0.6,178,5337
3,0.6,178,5338
4,0.6,178,5339
5,0.6,178,5340
0,0,179,5341
1,0,179,5342
2,0,179,5343
3,0,179,5344
4,0,179,5345
5,0,179,5346
0,0.15,179,5347
1,0.15,179,5348
2,0.15,179,5349
3,0.15,179,5350
4,0.15,179,5351
5,0.15,179,5352
0,0.3,179,5353
1,0.3,179,5354
2,0.3,179,5355
3,0.3,179,5356
4,0.3,179,5357
5,0.3,179,5358
0,0.45,179,5359
1,0.45,179,5360
2,0.45,179,5361
3,0.45,179,5362
4,0.45,179,5363
5,0.45,179,5364
0,0.6,179,5365
1,0.6,179,5366
2,0.6,179,5367
3,0.6,179,5368
4,0.6,179,5369
5,0.6,179,5370
0,0,180,5371
1,0,180,5372
2,0,180,5373
3,0,180,5374
4,0,180,5375
5,0,180,5376
0,0.15,180,5377
1,0.15,180,5378
2,0.15,180,5379
3,0.15,180,5380
4,0.15,180,5381
5,0.15,180,5382
0,0.3,180,5383
1,0.3,180,5384
2,0.3,180,5385
3,0.3,180,5386
4,0.3,180,5387
5,0.3,180,5388
0,0.45,180,5389
1,0.45,180,5390
2,0.45,180,5391
3,0.45,180,5392
4,0.45,180,5393
5,0.45,180,5394
0,0.6,180,5395
1,0.6,180,5396
2,0.6,180,5397
3,0.6,180,5398
4,0.6,180,5399
5,0.6,180,5400
0,0,181,5401
1,0,181,5402
2,0,181,5403
3,0,181,5404
4,0,181,5405
5,0,181,5406
0,0.15,181,5407
1,0.15,181,5408
2,0.15,181,5409
3,0.15,181,5410
4,0.15,181,5411
5,0.15,181,5412
0,0.3,181,5413
1,0.3,181,5414
2,0.3,181,5415
3,0.3,181,5416
4,0.3,181,5417
5,0.3,181,5418
0,0.45,181,5419
1,0.45,181,5420
2,0.45,181,5421
3,0.45,181,5422
4,0.45,181,5423
5,0.45,181,5424
0,0.6,181,5425
1,0.6,181,5426
2,0.6,181,5427
3,0.6,181,5428
4,0.6,181,5429
5,0.6,181,5430
0,0,182,5431
1,0,182,5432
2,0,182,5433
3,0,182,5434
4,0,182,5435
5,0,182,5436
0,0.15,182,5437
1,0.15,182,5438
2,0.15,182,5439
3,0.15,182,5440
4,0.15,182,5441
5,0.15,182,5442
0,0.3,182,5443
1,0.3,182,5444
2,0.3,182,5445
3,0.3,182,5446
4,0.3,182,5447
5,0.3,182,5448
0,0.45,182,5449
1,0.45,182,5450
2,0.45,182,5451
3,0.45,182,5452
4,0.45,182,5453
5,0.45,182,5454
0,0.6,182,5455
1,0.6,182,5456
2,0.6,182,5457
3,0.6,182,5458
4,0.6,182,5459
5,0.6,182,5460
0,0,183,5461
1,0,183,5462
2,0,183,5463
3,0,183,5464
4,0,183,5465
5,0,183,5466
0,0.15,183,5467
1,0.15,183,5468
2,0.15,183,5469
3,0.15,183,5470
4,0.15,183,5471
5,0.15,183,5472
0,0.3,183,5473
1,0.3,183,5474
2,0.3,183,5475
3,0.3,183,5476
4,0.3,183,5477
5,0.3,183,5478
0,0.45,183,5479
1,0.45,183,5480
2,0.45,183,5481
3,0.45,183,5482
4,0.45,183,5483
5,0.45,183,5484
0,0.6,183,5485
1,0.6,183,5486
2,0.6,183,5487
3,0.6,183,5488
4,0.6,183,5489
5,0.6,183,5490
0,0,184,5491
1,0,184,5492
2,0,184,5493
3,0,184,5494
4,0,184,5495
5,0,184,5496
0,0.15,184,5497
1,0.15,184,5498
2,0.15,184,5499
3,0.15,184,5500
4,0.15,184,5501
5,0.15,184,5502
0,0.3,184,5503
1,0.3,184,5504
2,0.3,184,5505
3,0.3,184,5506
4,0.3,184,5507
5,0.3,184,5508
0,0.45,184,5509
1,0.45,184,5510
2,0.45,184,5511
3,0.45,184,5512
4,0.45,184,5513
5,0.45,184,5514
0,0.6,184,5515
1,0.6,184,5516
2,0.6,184,5517
3,0.6,184,5518
4,0.6,184,5519
5,0.6,184,5520
0,0,185,5521
1,0,185,5522
2,0,185,5523
3,0,185,5524
4,0,185,5525
5,0,185,5526
0,0.15,185,5527
1,0.15,185,5528
2,0.15,185,5529
3,0.15,185,5530
4,0.15,185,5531
5,0.15,185,5532
0,0.3,185,5533
1,0.3,185,5534
2,0.3,185,5535
3,0.3,185,5536
4,0.3,185,5537
5,0.3,185,5538
0,0.45,185,5539
1,0.45,185,5540
2,0.45,185,5541
3,0.45,185,5542
4,0.45,185,5543
5,0.45,185,5544
0,0.6,185,5545
1,0.6,185,5546
2,0.6,185,5547
3,0.6,185,5548
4,0.6,185,5549
5,0.6,185,5550
0,0,186,5551
1,0,186,5552
2,0,186,5553
3,0,186,5554
4,0,186,5555
5,0,186,5556
0,0.15,186,5557
1,0.15,186,5558
2,0.15,186,5559
3,0.15,186,5560
4,0.15,186,5561
5,0.15,186,5562
0,0.3,186,5563
1,0.3,186,5564
2,0.3,186,5565
3,0.3,186,5566
