"condition","std","replication","seed"
2,0,270,8073
3,0,270,8074
4,0,270,8075
5,0,270,8076
0,0.15,270,8077
1,0.15,270,8078
2,0.15,270,8079
3,0.15,270,8080
4,0.15,270,8081
5,0.15,270,8082
0,0.3,270,8083
1,0.3,270,8084
2,0.3,270,8085
3,0.3,270,8086
4,0.3,270,8087
5,0.3,270,8088
0,0.45,270,8089
1,0.45,270,8090
2,0.45,270,8091
3,0.45,270,8092
4,0.45,270,8093
5,0.45,270,8094
0,0.6,270,8095
1,0.6,270,8096
2,0.6,270,8097
3,0.6,270,8098
4,0.6,270,8099
5,0.6,270,8100
0,0,271,8101
1,0,271,8102
2,0,271,8103
3,0,271,8104
4,0,271,8105
5,0,271,8106
0,0.15,271,8107
1,0.15,271,8108
2,0.15,271,8109
3,0.15,271,8110
4,0.15,271,8111
5,0.15,271,8112
0,0.3,271,8113
1,0.3,271,8114
2,0.3,271,8115
3,0.3,271,8116
4,0.3,271,8117
5,0.3,271,8118
0,0.45,271,8119
1,0.45,271,8120
2,0.45,271,8121
3,0.45,271,8122
4,0.45,271,8123
5,0.45,271,8124
0,0.6,271,8125
1,0.6,271,8126
2,0.6,271,8127
3,0.6,271,8128
4,0.6,271,8129
5,0.6,271,8130
0,0,272,8131
1,0,272,8132
2,0,272,8133
3,0,272,8134
4,0,272,8135
5,0,272,8136
0,0.15,272,8137
1,0.15,272,8138
2,0.15,272,8139
3,0.15,272,8140
4,0.15,272,8141
5,0.15,272,8142
0,0.3,272,8143
1,0.3,272,8144
2,0.3,272,8145
3,0.3,272,8146
4,0.3,272,8147
5,0.3,272,8148
0,0.45,272,8149
1,0.45,272,8150
2,0.45,272,8151
3,0.45,272,8152
4,0.45,272,8153
5,0.45,272,8154
0,0.6,272,8155
1,0.6,272,8156
2,0.6,272,8157
3,0.6,272,8158
4,0.6,272,8159
5,0.6,272,8160
0,0,273,8161
1,0,273,8162
2,0,273,8163
3,0,273,8164
4,0,273,8165
5,0,273,8166
0,0.15,273,8167
1,0.15,273,8168
2,0.15,273,8169
3,0.15,273,8170
4,0.15,273,8171
5,0.15,273,8172
0,0.3,273,8173
1,0.3,273,8174
2,0.3,273,8175
3,0.3,273,8176
4,0.3,273,8177
5,0.3,273,8178
0,0.45,273,8179
1,0.45,273,8180
2,0.45,273,8181
3,0.45,273,8182
4,0.45,273,8183
5,0.45,273,8184
0,0.6,273,8185
1,0.6,273,8186
2,0.6,273,8187
3,0.6,273,8188
4,0.6,273,8189
5,0.6,273,8190
0,0,274,8191
1,0,274,8192
2,0,274,8193
3,0,274,8194
4,0,274,8195
5,0,274,8196
0,0.15,274,8197
1,0.15,274,8198
2,0.15,274,8199
3,0.15,274,8200
4,0.15,274,8201
5,0.15,274,8202
0,0.3,274,8203
1,0.3,274,8204
2,0.3,274,8205
3,0.3,274,8206
4,0.3,274,8207
5,0.3,274,8208
0,0.45,274,8209
1,0.45,274,8210
2,0.45,274,8211
3,0.45,274,8212
4,0.45,274,8213
5,0.45,274,8214
0,0.6,274,8215
1,0.6,274,8216
2,0.6,274,8217
3,0.6,274,8218
4,0.6,274,8219
5,0.6,274,8220
0,0,275,8221
1,0,275,8222
2,0,275,8223
3,0,275,8224
4,0,275,8225
5,0,275,8226
0,0.15,275,8227
1,0.15,275,8228
2,0.15,275,8229
3,0.15,275,8230
4,0.15,275,8231
5,0.15,275,8232
0,0.3,275,8233
1,0.3,275,8234
2,0.3,275,8235
3,0.3,275,8236
4,0.3,275,8237
5,0.3,275,8238
0,0.45,275,8239
1,0.45,275,8240
2,0.45,275,8241
3,0.45,275,8242
4,0.45,275,8243
5,0.45,275,8244
0,0.6,275,8245
1,0.6,275,8246
2,0.6,275,8247
3,0.6,275,8248
4,0.6,275,8249
5,0.6,275,8250
0,0,276,8251
1,0,276,8252
2,0,276,8253
3,0,276,8254
4,0,276,8255
5,0,276,8256
0,0.15,276,8257
1,0.15,276,8258
2,0.15,276,8259
3,0.15,276,8260
4,0.15,276,8261
5,0.15,276,8262
0,0.3,276,8263
1,0.3,276,8264
2,0.3,276,8265
3,0.3,276,8266
4,0.3,276,8267
5,0.3,276,8268
0,0.45,276,8269
1,0.45,276,8270
2,0.45,276,8271
3,0.45,276,8272
4,0.45,276,8273
5,0.45,276,8274
0,0.6,276,8275
1,0.6,276,8276
2,0.6,276,8277
3,0.6,276,8278
4,0.6,276,8279
5,0.6,276,8280
0,0,277,8281
1,0,277,8282
2,0,277,8283
3,0,277,8284
4,0,277,8285
5,0,277,8286
0,0.15,277,8287
1,0.15,277,8288
2,0.15,277,8289
3,0.15,277,8290
4,0.15,277,8291
5,0.15,277,8292
0,0.3,277,8293
1,0.3,277,8294
2,0.3,277,8295
3,0.3,277,8296
4,0.3,277,8297
5,0.3,277,8298
0,0.45,277,8299
1,0.45,277,8300
2,0.45,277,8301
3,0.45,277,8302
4,0.45,277,8303
5,0.45,277,8304
0,0.6,277,8305
1,0.6,277,8306
2,0.6,277,8307
3,0.6,277,8308
4,0.6,277,8309
5,0.6,277,8310
0,0,278,8311
1,0,278,8312
2,0,278,8313
3,0,278,8314
4,0,278,8315
5,0,278,8316
0,0.15,278,8317
1,0.15,278,8318
2,0.15,278,8319
3,0.15,278,8320
4,0.15,278,8321
5,0.15,278,8322
0,0.3,278,8323
1,0.3,278,8324
2,0.3,278,8325
3,0.3,278,8326
4,0.3,278,8327
5,0.3,278,8328
0,0.45,278,8329
1,0.45,278,8330
2,0.45,278,8331
3,0.45,278,8332
4,0.45,278,8333
5,0.45,278,8334
0,0.6,278,8335
1,0.6,278,8336
2,0.6,278,8337
3,0.6,278,8338
4,0.6,278,8339
5,0.6,278,8340
0,0,279,8341
1,0,279,8342
2,0,279,8343
3,0,279,8344
4,0,279,8345
5,0,279,8346
0,0.15,279,8347
1,0.15,279,8348
2,0.15,279,8349
3,0.15,279,8350
4,0.15,279,8351
5,0.15,279,8352
0,0.3,279,8353
1,0.3,279,8354
2,0.3,279,8355
3,0.3,279,8356
4,0.3,279,8357
5,0.3,279,8358
0,0.45,279,8359
1,0.45,279,8360
2,0.45,279,8361
3,0.45,279,8362
4,0.45,279,8363
5,0.45,279,8364
0,0.6,279,8365
1,0.6,279,8366
2,0.6,279,8367
3,0.6,279,8368
4,0.6,279,8369
5,0.6,279,8370
0,0,280,8371
1,0,280,8372
2,0,280,8373
3,0,280,8374
4,0,280,8375
5,0,280,8376
0,0.15,280,8377
1,0.15,280,8378
2,0.15,280,8379
3,0.15,280,8380
4,0.15,280,8381
5,0.15,280,8382
0,0.3,280,8383
1,0.3,280,8384
2,0.3,280,8385
3,0.3,280,8386
4,0.3,280,8387
5,0.3,280,8388
0,0.45,280,8389
1,0.45,280,8390
2,0.45,280,8391
3,0.45,280,8392
4,0.45,280,8393
5,0.45,280,8394
0,0.6,280,8395
1,0.6,280,8396
2,0.6,280,8397
3,0.6,280,8398
4,0.6,280,8399
5,0.6,280,8400
0,0,281,8401
1,0,281,8402
2,0,281,8403
3,0,281,8404
4,0,281,8405
5,0,281,8406
0,0.15,281,8407
1,0.15,281,8408
2,0.15,281,8409
3,0.15,281,8410
4,0.15,281,8411
5,0.15,281,8412
0,0.3,281,8413
1,0.3,281,8414
2,0.3,281,8415
3,0.3,281,8416
4,0.3,281,8417
5,0.3,281,8418
0,0.45,281,8419
1,0.45,281,8420
2,0.45,281,8421
3,0.45,281,8422
4,0.45,281,8423
5,0.45,281,8424
0,0.6,281,8425
1,0.6,281,8426
2,0.6,281,8427
3,0.6,281,8428
4,0.6,281,8429
5,0.6,281,8430
0,0,282,8431
1,0,282,8432
2,0,282,8433
3,0,282,8434
4,0,282,8435
5,0,282,8436
0,0.15,282,8437
1,0.15,282,8438
2,0.15,282,8439
3,0.15,282,8440
4,0.15,282,8441
5,0.15,282,8442
0,0.3,282,8443
1,0.3,282,8444
2,0.3,282,8445
3,0.3,282,8446
4,0.3,282,8447
5,0.3,282,8448
0,0.45,282,8449
1,0.45,282,8450
2,0.45,282,8451
3,0.45,282,8452
4,0.45,282,8453
5,0.45,282,8454
0,0.6,282,8455
1,0.6,282,8456
2,0.6,282,8457
3,0.6,282,8458
4,0.6,282,8459
5,0.6,282,8460
0,0,283,8461
1,0,283,8462
2,0,283,8463
3,0,283,8464
4,0,283,8465
5,0,283,8466
0,0.15,283,8467
1,0.15,283,8468
2,0.15,283,8469
3,0.15,283,8470
4,0.15,283,8471
5,0.15,283,8472
0,0.3,283,8473
1,0.3,283,8474
2,0.3,283,8475
3,0.3,283,8476
4,0.3,283,8477
5,0.3,283,8478
0,0.45,283,8479
1,0.45,283,8480
2,0.45,283,8481
3,0.45,283,8482
4,0.45,283,8483
5,0.45,283,8484
0,0.6,283,8485
1,0.6,283,8486
2,0.6,283,8487
3,0.6,283,8488
4,0.6,283,8489
5,0.6,283,8490
0,0,284,8491
1,0,284,8492
2,0,284,8493
3,0,284,8494
4,0,284,8495
5,0,284,8496
0,0.15,284,8497
1,0.15,284,8498
2,0.15,284,8499
3,0.15,284,8500
4,0.15,284,8501
5,0.15,284,8502
0,0.3,284,8503
1,0.3,284,8504
2,0.3,284,8505
3,0.3,284,8506
4,0.3,284,8507
5,0.3,284,8508
0,0.45,284,8509
1,0.45,284,8510
2,0.45,284,8511
3,0.45,284,8512
4,0.45,284,8513
5,0.45,284,8514
0,0.6,284,8515
1,0.6,284,8516
2,0.6,284,8517
3,0.6,284,8518
4,0.6,284,8519
5,0.6,284,8520
0,0,285,8521
1,0,285,8522
2,0,285,8523
3,0,285,8524
4,0,285,8525
5,0,285,8526
0,0.15,285,8527
1,0.15,285,8528
2,0.15,285,8529
3,0.15,285,8530
4,0.15,285,8531
5,0.15,285,8532
0,0.3,285,8533
1,0.3,285,8534
2,0.3,285,8535
3,0.3,285,8536
4,0.3,285,8537
5,0.3,285,8538
0,0.45,285,8539
1,0.45,285,8540
2,0.45,285,8541
3,0.45,285,8542
4,0.45,285,8543
5,0.45,285,8544
0,0.6,285,8545
1,0.6,285,8546
2,0.6,285,8547
3,0.6,285,8548
4,0.6,285,8549
5,0.6,285,8550
0,0,286,8551
1,0,286,8552
2,0,286,8553
3,0,286,8554
4,0,286,8555
5,0,286,8556
0,0.15,286,8557
1,0.15,286,8558
2,0.15,286,8559
3,0.15,286,8560
4,0.15,286,8561
5,0.15,286,8562
0,0.3,286,8563
1,0.3,286,8564
2,0.3,286,8565
3,0.3,286,8566
4,0.3,286,8567
5,0.3,286,8568
0,0.45,286,8569
1,0.45,286,8570
2,0.45,286,8571
3,0.45,286,8572
4,0.45,286,8573
5,0.45,286,8574
0,0.6,286,8575
1,0.6,286,8576
2,0.6,286,8577
3,0.6,286,8578
4,0.6,286,8579
5,0.6,286,8580
0,0,287,8581
1,0,287,8582
2,0,287,8583
3,0,287,8584
4,0,287,8585
5,0,287,8586
0,0.15,287,8587
1,0.15,287,8588
2,0.15,287,8589
3,0.15,287,8590
4,0.15,287,8591
5,0.15,287,8592
0,0.3,287,8593
1,0.3,287,8594
2,0.3,287,8595
3,0.3,287,8596
4,0.3,287,8597
5,0.3,287,8598
0,0.45,287,8599
1,0.45,287,8600
2,0.45,287,8601
3,0.45,287,8602
4,0.45,287,8603
5,0.45,287,8604
0,0.6,287,8605
1,0.6,287,8606
2,0.6,287,8607
3,0.6,287,8608
4,0.6,287,8609
5,0.6,287,8610
0,0,288,8611
1,0,288,8612
2,0,288,8613
3,0,288,8614
4,0,288,8615
5,0,288,8616
0,0.15,288,8617
1,0.15,288,8618
2,0.15,288,8619
3,0.15,288,8620
4,0.15,288,8621
5,0.15,288,8622
0,0.3,288,8623
1,0.3,288,8624
2,0.3,288,8625
3,0.3,288,8626
4,0.3,288,8627
5,0.3,288,8628
0,0.45,288,8629
1,0.45,288,8630
2,0.45,288,8631
3,0.45,288,8632
4,0.45,288,8633
5,0.45,288,8634
0,0.6,288,8635
1,0.6,288,8636
2,0.6,288,8637
3,0.6,288,8638
4,0.6,288,8639
5,0.6,288,8640
0,0,289,8641
1,0,289,8642
2,0,289,8643
3,0,289,8644
4,0,289,8645
5,0,289,8646
0,0.15,289,8647
1,0.15,289,8648
2,0.15,289,8649
3,0.15,289,8650
4,0.15,289,8651
5,0.15,289,8652
0,0.3,289,8653
1,0.3,289,8654
2,0.3,289,8655
3,0.3,289,8656
4,0.3,289,8657
5,0.3,289,8658
0,0.45,289,8659
1,0.45,289,8660
2,0.45,289,8661
3,0.45,289,8662
4,0.45,289,8663
5,0.45,289,8664
0,0.6,289,8665
1,0.6,289,8666
2,0.6,289,8667
3,0.6,289,8668
4,0.6,289,8669
5,0.6,289,8670
0,0,290,8671
1,0,290,8672
2,0,290,8673
3,0,290,8674
4,0,290,8675
5,0,290,8676
0,0.15,290,8677
1,0.15,290,8678
2,0.15,290,8679
3,0.15,290,8680
4,0.15,290,8681
5,0.15,290,8682
0,0.3,290,8683
1,0.3,290,8684
2,0.3,290,8685
3,0.3,290,8686
4,0.3,290,8687
5,0.3,290,8688
0,0.45,290,8689
1,0.45,290,8690
2,0.45,290,8691
3,0.45,290,8692
4,0.45,290,8693
5,0.45,290,8694
0,0.6,290,8695
1,0.6,290,8696
2,0.6,290,8697
3,0.6,290,8698
4,0.6,290,8699
5,0.6,290,8700
0,0,291,8701
1,0,291,8702
2,0,291,8703
3,0,291,8704
4,0,291,8705
5,0,291,8706
0,0.15,291,8707
1,0.15,291,8708
2,0.15,291,8709
3,0.15,291,8710
4,0.15,291,8711
5,0.15,291,8712
0,0.3,291,8713
1,0.3,291,8714
2,0.3,291,8715
3,0.3,291,8716
4,0.3,291,8717
5,0.3,291,8718
0,0.45,291,8719
1,0.45,291,8720
2,0.45,291,8721
3,0.45,291,8722
4,0.45,291,8723
5,0.45,291,8724
0,0.6,291,8725
1,0.6,291,8726
2,0.6,291,8727
3,0.6,291,8728
4,0.6,291,8729
5,0.6,291,8730
0,0,292,8731
1,0,292,8732
2,0,292,8733
3,0,292,8734
4,0,292,8735
5,0,292,8736
0,0.15,292,8737
1,0.15,292,8738
2,0.15,292,8739
3,0.15,292,8740
4,0.15,292,8741
5,0.15,292,8742
0,0.3,292,8743
1,0.3,292,8744
2,0.3,292,8745
3,0.3,292,8746
4,0.3,292,8747
5,0.3,292,8748
0,0.45,292,8749
1,0.45,292,8750
2,0.45,292,8751
3,0.45,292,8752
4,0.45,292,8753
5,0.45,292,8754
0,0.6,292,8755
1,0.6,292,8756
2,0.6,292,8757
3,0.6,292,8758
4,0.6,292,8759
5,0.6,292,8760
0,0,293,8761
1,0,293,8762
2,0,293,8763
3,0,293,8764
4,0,293,8765
5,0,293,8766
0,0.15,293,8767
1,0.15,293,8768
2,0.15,293,8769
3,0.15,293,8770
4,0.15,293,8771
5,0.15,293,8772
0,0.3,293,8773
1,0.3,293,8774
2,0.3,293,8775
3,0.3,293,8776
4,0.3,293,8777
5,0.3,293,8778
0,0.45,293,8779
1,0.45,293,8780
2,0.45,293,8781
3,0.45,293,8782
4,0.45,293,8783
5,0.45,293,8784
0,0.6,293,8785
1,0.6,293,8786
2,0.6,293,8787
3,0.6,293,8788
4,0.6,293,8789
5,0.6,293,8790
0,0,294,8791
1,0,294,8792
2,0,294,8793
3,0,294,8794
4,0,294,8795
5,0,294,8796
0,0.15,294,8797
1,0.15,294,8798
2,0.15,294,8799
3,0.15,294,8800
4,0.15,294,8801
5,0.15,294,8802
0,0.3,294,8803
1,0.3,294,8804
2,0.3,294,8805
3,0.3,294,8806
4,0.3,294,8807
5,0.3,294,8808
0,0.45,294,8809
1,0.45,294,8810
2,0.45,294,8811
3,0.45,294,8812
4,0.45,294,8813
5,0.45,294,8814
0,0.6,294,8815
1,0.6,294,8816
2,0.6,294,8817
3,0.6,294,8818
4,0.6,294,8819
5,0.6,294,8820
0,0,295,8821
1,0,295,8822
2,0,295,8823
3,0,295,8824
4,0,295,8825
5,0,295,8826
0,0.15,295,8827
1,0.15,295,8828
2,0.15,295,8829
3,0.15,295,8830
4,0.15,295,8831
5,0.15,295,8832
0,0.3,295,8833
1,0.3,295,8834
2,0.3,295,8835
3,0.3,295,8836
4,0.3,295,8837
5,0.3,295,8838
0,0.45,295,8839
1,0.45,295,8840
2,0.45,295,8841
3,0.45,295,8842
4,0.45,295,8843
5,0.45,295,8844
0,0.6,295,8845
1,0.6,295,8846
2,0.6,295,8847
3,0.6,295,8848
4,0.6,295,8849
5,0.6,295,8850
0,0,296,8851
1,0,296,8852
2,0,296,8853
3,0,296,8854
4,0,296,8855
5,0,296,8856
0,0.15,296,8857
1,0.15,296,8858
2,0.15,296,8859
3,0.15,296,8860
4,0.15,296,8861
5,0.15,296,8862
0,0.3,296,8863
1,0.3,296,8864
2,0.3,296,8865
3,0.3,296,8866
4,0.3,296,8867
5,0.3,296,8868
0,0.45,296,8869
1,0.45,296,8870
2,0.45,296,8871
3,0.45,296,8872
4,0.45,296,8873
5,0.45,296,8874
0,0.6,296,8875
1,0.6,296,8876
2,0.6,296,8877
3,0.6,296,8878
4,0.6,296,8879
5,0.6,296,8880
0,0,297,8881
1,0,297,8882
2,0,297,8883
3,0,297,8884
4,0,297,8885
5,0,297,8886
0,0.15,297,8887
1,0.15,297,8888
2,0.15,297,8889
3,0.15,297,8890
4,0.15,297,8891
5,0.15,297,8892
0,0.3,297,8893
1,0.3,297,8894
2,0.3,297,8895
3,0.3,297,8896
4,0.3,297,8897
5,0.3,297,8898
0,0.45,297,8899
1,0.45,297,8900
2,0.45,297,8901
3,0.45,297,8902
4,0.45,297,8903
5,0.45,297,8904
0,0.6,297,8905
1,0.6,297,8906
2,0.6,297,8907
3,0.6,297,8908
4,0.6,297,8909
5,0.6,297,8910
0,0,298,8911
1,0,298,8912
2,0,298,8913
3,0,298,8914
4,0,298,8915
5,0,298,8916
0,0.15,298,8917
1,0.15,298,8918
2,0.15,298,8919
3,0.15,298,8920
4,0.15,298,8921
5,0.15,298,8922
0,0.3,298,8923
1,0.3,298,8924
2,0.3,298,8925
3,0.3,298,8926
4,0.3,298,8927
5,0.3,298,8928
0,0.45,298,8929
1,0.45,298,8930
2,0.45,298,8931
3,0.45,298,8932
4,0.45,298,8933
5,0.45,298,8934
0,0.6,298,8935
1,0.6,298,8936
2,0.6,298,8937
3,0.6,298,8938
4,0.6,298,8939
5,0.6,298,8940
0,0,299,8941
1,0,299,8942
2,0,299,8943
3,0,299,8944
4,0,299,8945
5,0,299,8946
0,0.15,299,8947
1,0.15,299,8948
2,0.15,299,8949
3,0.15,299,8950
4,0.15,299,8951
5,0.15,299,8952
0,0.3,299,8953
1,0.3,299,8954
2,0.3,299,8955
3,0.3,299,8956
4,0.3,299,8957
5,0.3,299,8958
0,0.45,299,8959
1,0.45,299,8960
2,0.45,299,8961
3,0.45,299,8962
4,0.45,299,8963
5,0.45,299,8964
0,0.6,299,8965
1,0.6,299,8966
2,0.6,299,8967
3,0.6,299,8968
4,0.6,299,8969
5,0.6,299,8970
0,0,300,8971
1,0,300,8972
2,0,300,8973
3,0,300,8974
4,0,300,8975
5,0,300,8976
0,0.15,300,8977
1,0.15,300,8978
2,0.15,300,8979
3,0.15,300,8980
4,0.15,300,8981
5,0.15,300,8982
0,0.3,300,8983
1,0.3,300,8984
2,0.3,300,8985
3,0.3,300,8986
4,0.3,300,8987
5,0.3,300,8988
0,0.45,300,8989
1,0.45,300,8990
2,0.45,300,8991
3,0.45,300,8992
4,0.45,300,8993
5,0.45,300,8994
0,0.6,300,8995
1,0.6,300,8996
2,0.6,300,8997
3,0.6,300,8998
4,0.6,300,8999
5,0.6,300,9000
0,0,301,9001
1,0,301,9002
2,0,301,9003
3,0,301,9004
4,0,301,9005
5,0,301,9006
0,0.15,301,9007
1,0.15,301,9008
2,0.15,301,9009
3,0.15,301,9010
4,0.15,301,9011
5,0.15,301,9012
0,0.3,301,9013
1,0.3,301,9014
2,0.3,301,9015
3,0.3,301,9016
4,0.3,301,9017
5,0.3,301,9018
0,0.45,301,9019
1,0.45,301,9020
2,0.45,301,9021
3,0.45,301,9022
4,0.45,301,9023
5,0.45,301,9024
0,0.6,301,9025
1,0.6,301,9026
2,0.6,301,9027
3,0.6,301,9028
4,0.6,301,9029
5,0.6,301,9030
0,0,302,9031
1,0,302,9032
2,0,302,9033
3,0,302,9034
4,0,302,9035
5,0,302,9036
0,0.15,302,9037
1,0.15,302,9038
2,0.15,302,9039
3,0.15,302,9040
4,0.15,302,9041
5,0.15,302,9042
0,0.3,302,9043
1,0.3,302,9044
2,0.3,302,9045
3,0.3,302,9046
4,0.3,302,9047
5,0.3,302,9048
0,0.45,302,9049
1,0.45,302,9050
2,0.45,302,9051
3,0.45,302,9052
4,0.45,302,9053
5,0.45,302,9054
0,0.6,302,9055
1,0.6,302,9056
2,0.6,302,9057
3,0.6,302,9058
4,0.6,302,9059
5,0.6,302,9060
0,0,303,9061
1,0,303,9062
2,0,303,9063
3,0,303,9064
4,0,303,9065
5,0,303,9066
0,0.15,303,9067
1,0.15,303,9068
2,0.15,303,9069
3,0.15,303,9070
4,0.15,303,9071
5,0.15,303,9072
0,0.3,303,9073
1,0.3,303,9074
2,0.3,303,9075
3,0.3,303,9076
4,0.3,303,9077
5,0.3,303,9078
0,0.45,303,9079
1,0.45,303,9080
2,0.45,303,9081
3,0.45,303,9082
4,0.45,303,9083
5,0.45,303,9084
0,0.6,303,9085
1,0.6,303,9086
2,0.6,303,9087
3,0.6,303,9088
4,0.6,303,9089
5,0.6,303,9090
0,0,304,9091
1,0,304,9092
2,0,304,9093
3,0,304,9094
4,0,304,9095
5,0,304,9096
0,0.15,304,9097
1,0.15,304,9098
2,0.15,304,9099
3,0.15,304,9100
4,0.15,304,9101
5,0.15,304,9102
0,0.3,304,9103
1,0.3,304,9104
2,0.3,304,9105
3,0.3,304,9106
4,0.3,304,9107
5,0.3,304,9108
0,0.45,304,9109
1,0.45,304,9110
2,0.45,304,9111
3,0.45,304,9112
4,0.45,304,9113
5,0.45,304,9114
0,0.6,304,9115
1,0.6,304,9116
2,0.6,304,9117
3,0.6,304,9118
4,0.6,304,9119
5,0.6,304,9120
0,0,305,9121
1,0,305,9122
2,0,305,9123
3,0,305,9124
4,0,305,9125
5,0,305,9126
0,0.15,305,9127
1,0.15,305,9128
2,0.15,305,9129
3,0.15,305,9130
4,0.15,305,9131
5,0.15,305,9132
0,0.3,305,9133
1,0.3,305,9134
2,0.3,305,9135
3,0.3,305,9136
4,0.3,305,9137
5,0.3,305,9138
0,0.45,305,9139
1,0.45,305,9140
2,0.45,305,9141
3,0.45,305,9142
4,0.45,305,9143
5,0.45,305,9144
0,0.6,305,9145
1,0.6,305,9146
2,0.6,305,9147
3,0.6,305,9148
4,0.6,305,9149
5,0.6,305,9150
0,0,306,9151
1,0,306,9152
2,0,306,9153
3,0,306,9154
4,0,306,9155
5,0,306,9156
0,0.15,306,9157
1,0.15,306,9158
2,0.15,306,9159
3,0.15,306,9160
4,0.15,306,9161
5,0.15,306,9162
0,0.3,306,9163
1,0.3,306,9164
2,0.3,306,9165
3,0.3,306,9166
4,0.3,306,9167
5,0.3,306,9168
0,0.45,306,9169
1,0.45,306,9170
2,0.45,306,9171
3,0.45,306,9172
4,0.45,306,9173
5,0.45,306,9174
0,0.6,306,9175
1,0.6,306,9176
2,0.6,306,9177
3,0.6,306,9178
4,0.6,306,9179
5,0.6,306,9180
0,0,307,9181
1,0,307,9182
2,0,307,9183
3,0,307,9184
4,0,307,9185
5,0,307,9186
0,0.15,307,9187
1,0.15,307,9188
2,0.15,307,9189
3,0.15,307,9190
4,0.15,307,9191
5,0.15,307,9192
0,0.3,307,9193
1,0.3,307,9194
2,0.3,307,9195
3,0.3,307,9196
4,0.3,307,9197
5,0.3,307,9198
0,0.45,307,9199
1,0.45,307,9200
2,0.45,307,9201
3,0.45,307,9202
4,0.45,307,9203
5,0.45,307,9204
0,0.6,307,9205
1,0.6,307,9206
2,0.6,307,9207
3,0.6,307,9208
4,0.6,307,9209
5,0.6,307,9210
0,0,308,9211
1,0,308,9212
2,0,308,9213
3,0,308,9214
4,0,308,9215
5,0,308,9216
0,0.15,308,9217
1,0.15,308,9218
2,0.15,308,9219
3,0.15,308,9220
4,0.15,308,9221
5,0.15,308,9222
0,0.3,308,9223
1,0.3,308,9224
2,0.3,308,9225
3,0.3,308,9226
4,0.3,308,9227
5,0.3,308,9228
0,0.45,308,9229
1,0.45,308,9230
2,0.45,308,9231
3,0.45,308,9232
4,0.45,308,9233
5,0.45,308,9234
0,0.6,308,9235
1,0.6,308,9236
2,0.6,308,9237
3,0.6,308,9238
4,0.6,308,9239
5,0.6,308,9240
0,0,309,9241
1,0,309,9242
2,0,309,9243
3,0,309,9244
4,0,309,9245
5,0,309,9246
0,0.15,309,9247
1,0.15,309,9248
2,0.15,309,9249
3,0.15,309,9250
4,0.15,309,9251
5,0.15,309,9252
0,0.3,309,9253
1,0.3,309,9254
2,0.3,309,9255
3,0.3,309,9256
4,0.3,309,9257
5,0.3,309,9258
0,0.45,309,9259
1,0.45,309,9260
2,0.45,309,9261
3,0.45,309,9262
4,0.45,309,9263
5,0.45,309,9264
0,0.6,309,9265
1,0.6,309,9266
2,0.6,309,9267
3,0.6,309,9268
4,0.6,309,9269
5,0.6,309,9270
0,0,310,9271
1,0,310,9272
2,0,310,9273
3,0,310,9274
4,0,310,9275
5,0,310,9276
0,0.15,310,9277
1,0.15,310,9278
2,0.15,310,9279
3,0.15,310,9280
4,0.15,310,9281
5,0.15,310,9282
0,0.3,310,9283
1,0.3,310,9284
2,0.3,310,9285
3,0.3,310,9286
4,0.3,310,9287
5,0.3,310,9288
0,0.45,310,9289
1,0.45,310,9290
2,0.45,310,9291
3,0.45,310,9292
4,0.45,310,9293
5,0.45,310,9294
0,0.6,310,9295
1,0.6,310,9296
2,0.6,310,9297
3,0.6,310,9298
4,0.6,310,9299
5,0.6,310,9300
0,0,311,9301
1,0,311,9302
2,0,311,9303
3,0,311,9304
4,0,311,9305
5,0,311,9306
0,0.15,311,9307
1,0.15,311,9308
2,0.15,311,9309
3,0.15,311,9310
4,0.15,311,9311
5,0.15,311,9312
0,0.3,311,9313
1,0.3,311,9314
2,0.3,311,9315
3,0.3,311,9316
4,0.3,311,9317
5,0.3,311,9318
0,0.45,311,9319
1,0.45,311,9320
2,0.45,311,9321
3,0.45,311,9322
4,0.45,311,9323
5,0.45,311,9324
0,0.6,311,9325
1,0.6,311,9326
2,0.6,311,9327
3,0.6,311,9328
4,0.6,311,9329
5,0.6,311,9330
0,0,312,9331
1,0,312,9332
2,0,312,9333
3,0,312,9334
4,0,312,9335
5,0,312,9336
0,0.15,312,9337
1,0.15,312,9338
2,0.15,312,9339
3,0.15,312,9340
4,0.15,312,9341
5,0.15,312,9342
0,0.3,312,9343
1,0.3,312,9344
2,0.3,312,9345
3,0.3,312,9346
4,0.3,312,9347
5,0.3,312,9348
0,0.45,312,9349
1,0.45,312,9350
2,0.45,312,9351
3,0.45,312,9352
4,0.45,312,9353
5,0.45,312,9354
0,0.6,312,9355
1,0.6,312,9356
2,0.6,312,9357
3,0.6,312,9358
4,0.6,312,9359
5,0.6,312,9360
0,0,313,9361
1,0,313,9362
2,0,313,9363
3,0,313,9364
4,0,313,9365
5,0,313,9366
0,0.15,313,9367
1,0.15,313,9368
2,0.15,313,9369
3,0.15,313,9370
4,0.15,313,9371
5,0.15,313,9372
0,0.3,313,9373
1,0.3,313,9374
2,0.3,313,9375
3,0.3,313,9376
4,0.3,313,9377
5,0.3,313,9378
0,0.45,313,9379
1,0.45,313,9380
2,0.45,313,9381
3,0.45,313,9382
4,0.45,313,9383
5,0.45,313,9384
0,0.6,313,9385
1,0.6,313,9386
2,0.6,313,9387
3,0.6,313,9388
4,0.6,313,9389
5,0.6,313,9390
0,0,314,9391
